Lv,序号,标记,ジャンル名(タイプ),曲名,bpm,Time,Notes,難易度
45,pe,,biosphere ～天国の花～(EX),biosphere ～天国の花～(EX),108,1:50,1070,中(+0.159±0.5)
45,pe,,BLACK JACKAL(EX),BLACK JACKAL,150,1:50,1220,中(+0.279±0.6)
45,pe,,Burning Love(EX),Burning Love,85～170,1:55,865,中(+0.155)
45,pe,,Dive to the Sky(EX),Dive to the Sky,128,1:48,1080,中(-0.360±0.5)
45,pe,,home.(kors k Remix)(EX),home.(kors k Remix),128,1:54,1038,強(+0.519±0.6)
45,pe,,Popperz Chronicle(H),Popperz Chronicle,62〜210,2:14,1045,強(+0.762±0.5)
45,pe,,Sprite Digital(EX),Sprite Digital,170,1:51,1074,強(+0.406±0.5)
45,pe,,Sulk(EX),Sulk,150,,1167,中(-0.043±0.5)
45,pe,,Time has no money(EX),Time has no money,220,2:04,1261,中(+0.248±0.6)
45,pe,,Timepiece phase II(H),Timepiece phase II,287,1:51,937,弱(-0.869±0.3)
45,pe,,toy boxer(EX),toy boxer,190,1:42,1081,中(-0.281±0.6)
45,解,,鋳鉄の檻(EX),鋳鉄の檻,200,,1094,中(-0.070±0.6)
45,解,,オレアの竪琴(EX),オレアの竪琴,168,,1096,弱(-0.748±0.5)
45,解,,大正吸血鬼奇譚(EX),大正吸血鬼奇譚,160,,1139,中(-0.191±0.5)
45,解,,波と凪の挟間で(EX),波と凪の挟間で,117～177,,1133,中(+0.000±0.6)
45,解,,ネオ・サイコ・ロ・イズム(EX),ネオ・サイコ・ロ・イズム,160,,1151,中(+0.054±0.5)
45,解,,ハニートリック！！(EX),ハニートリック！！,160～190,,1075,中(+0.303±0.6)
45,解,,"ピアノ独奏無言歌 ""灰燼""(H)","ピアノ独奏無言歌 ""灰燼""",100～200,,1056,中(-0.327±0.8)
45,解,,BLAZE∞BREEZE - WHITE LIE Version -(EX),BLAZE∞BREEZE - WHITE LIE Version -,175,,1169,中(-0.078±0.5)
45,解,,enigma(EX),enigma,140,,1157,中(-0.348±0.4)
45,解,,Everlasting Last(EX),Everlasting Last,140,,1096,弱(-0.883±0.3)
45,解,[[版]],Jailbreaker(EX),Jailbreaker,180,,1150,中(-0.035±0.6)
45,解,,Lost wing at.0(EX),Lost wing at.0,185,,1103,強(+0.782±0.5)
45,解,,Medieval Action(EX),Medieval Action,160,,1097,中(+0.070±0.6)
45,解,,murmur twins -CIVILIAN SKUNK mix-(EX),murmur twins -CIVILIAN SKUNK mix-,220,,1207,弱(-0.589±0.4)
45,解,,Mystery at the bar(EX),Mystery at the bar,208,,1124,中(-0.362±0.5)
45,解,,Sputnik(EX),Sputnik,150,,1094,弱(-0.418±0.5)
45,解,,Symphonic Tear(EX),Symphonic Tear,150,,1216,中(+0.295±0.6)
45,解,,The Lost Empire(EX),The Lost Empire,156,,1096,中(-0.152±0.5)
45,解,,virkatoの主題によるperson09風超絶技巧変奏曲(H),[virkatoの主題によるperson09風超絶技巧変奏曲],95～180,,1128,中(+0.057±0.6)
45,解,,Watchdog The Sleeper(EX),Watchdog The Sleeper,135,,1182,中(-0.152±0.5)
45,UL,,アモ(EX),アモ,190,2:00,1012,強(+0.400±0.6)
45,UL,,オーバー(EX),オーバー,200,,1094,強(+0.595±0.4)
45,UL,,恋するMonstro(EX),恋するMonstro,142,,1170,中(+0.171±0.5)
45,UL,,スイーツプログレッシヴ(UPPER)(H),ちくわパフェだよ☆CKP,205,1:56,1178,中(-0.232±0.5)
45,UL,,ダイバージェンス(EX),ダイバージェンス,120～240,,928,中(+0.338±0.6)
45,UL,,にゃんのパレードマーチ♪(EX),にゃんのパレードマーチ♪,162,,1075,強(+0.467±0.5)
45,UL,,脳ミソ de 向上(EX),脳ミソ de 向上,160,,1331,中(+0.222±0.6)
45,UL,,悪夢♡ショコラティエ(EX),悪夢♡ショコラティエ,190,,1100,中(-0.235±0.5)
45,UL,[[版]],マトリョシカ(UPPER)(EX),マトリョシカ,205～296,,1039,中(+0.141±0.7)
45,UL,,謎情の雫 ft. Kanae Asaba(EX),謎情の雫 ft. Kanae Asaba,160,,1210,中(-0.189±0.4)
45,UL,,螺旋(EX),螺旋,153,,1152,中(-0.259±0.4)
45,UL,,Airplane(EX),Airplane,135,,1075,弱(-0.957±0.3)
45,UL,[[版]],Awakening Wings(EX),Awakening Wings,190,1:26,985,弱(-0.463±0.5)
45,UL,,Caldwell 99(EX),Caldwell 99,142,,1147,中(-0.063±0.5)
45,UL,,Crazy Shuffle(EX),Crazy Shuffle,128,,1200,中(+0.133±0.5)
45,UL,,F/S(H),F/S,200,,1135,強(+0.745±0.4)
45,UL,,Hibiki(EX),Hibiki,195,,1109,強(+0.733±0.4)
45,UL,,Keep the Faith(EX),Keep the Faith,136,,1094,弱(-0.675±0.4)
45,UL,[[版]],luck(UPPER)(EX),luck,80～121,1:52,1148,中(+0.286±0.5)
45,UL,,MOVE! (We Keep It Movin')(EX),MOVE! (We Keep It Movin'),142,,1129,弱(-0.882±0.4)
45,UL,,pastel@sweets labo(\*'v'\*)(EX),pastel@sweets labo(\*'v'\*),80～210,,1158,強(+0.937±0.3)
45,UL,,Redemption Tears(EX),Redemption Tears,178,,1130,中(-0.242±0.5)
45,UL,[[版]],SUPER HEROINE!!(EX),SUPER HEROINE!!,186,,1135,中(+0.085±0.4)
45,UL,,The Escape(EX),The Escape,132,1:56,1110,中(-0.116±0.5)
45,UL,,what I wish(EX),what I wish,106～198,,1079,中(-0.242±0.6)
45,JF,[[版]],アイスクリームマジック(EX),アイスクリームマジック,110,,1124,中(+0.224±0.6)
45,JF,[[版]],いーあるふぁんくらぶ(UPPER)(EX),いーあるふぁんくらぶ,145,1:46,1150,中(+0.082±0.6)
45,JF,,カレッジポップ(UPPER)(EX),ペパーミントは私の敵,162～170,1:46,1127,中(-0.324±0.5)
45,JF,,フォーエバーフレンズ(UPPER)(EX),走れメロンパン,170,,1122,弱(-0.606±0.4)
45,JF,[[版]],メズマライザー(EX),メズマライザー,185,,1190,弱(-0.441±0.6)
45,JF,,乱膳の舞姫(EX),乱膳の舞姫,171,1:57,1208,中(+0.141±0.5)
45,JF,,Amazing Bomberman(EX),Amazing Bomberman,175,,1086,中(+0.309±0.6)
45,JF,,BROADWAY QUEENS(EX),BROADWAY QUEENS,115,1:53,1114,強(+0.667±0.4)
45,JF,,Que Sera Sera(EX),Que Sera Sera,138,2:00,1042,中(+0.140±0.5)
45,JF,,Twinkle Wonderland -Sparkle Wonderland-(EX),Twinkle Wonderland -Sparkle Wonderland-,188,,1153,中(+0.325±0.5)
45,JF,,Viden(EX),Viden,174,1:58,1154,中(+0.022±0.4)
45,HC,,[[版]],いますぐ輪廻(EX),いますぐ輪廻,145,,1139
45,HC,,[[版]],ウミユリ海底譚(EX),ウミユリ海底譚,120,,1336
45,HC,,[[版]],オーバーライド(EX),オーバーライド,204,,1265
45,HC,,,オービタリック K-スタイル(EX),HYPER LUV,155,,1068
45,HC,,,ガルタナネオ(EX),BITTER-ENDER,187,,1041
45,HC,,,スイートウィスパー(EX),Sugar Holic Candy Magic,152,,1185
45,HC,,,スウィートリドルポップ(EX),なんてシュペール,195,,1155
45,HC,,,デジタル J-ポップ(EX),Secret Rouge,139,,1194
45,HC,,,ときめきハウス(EX),Take It! Make It!,135,,1093
45,HC,,,モダンジャパネスク(EX),幽世幻夜,190,,1121
45,HC,,,レヴェラチューン(UPPER)(H),Fate No.23,195,1:56,1053
45,HC,,,ロシアンシンフォニー(EX),雪のラヴニーナ,90～176,,1144
45,HC,,,charm♡you(EX),charm♡you,147,1:49,1100
45,HC,,,SNSミクスチャー(EX),ブロックしよ♡,154,,1070
45,CS9,,インフィニティ(EX),kaleidoscope,142,2:02,1243,中(+0.079±0.5)
45,CS9,,エナジーロック(EX),夢と現実,137,1:54,950,強(+0.580±0.5)
45,CS9,,クラシック9(H),Hell? or Heaven?,25～680,2:01,615,強(+0.979±0.4)
45,CS12,,フォレストスノウ(EX),月雪に舞う花のように,70～125,2:15,1245,中(+0.291±0.6)
45,CS12,,プリティ雅(EX),突確全回転！,196,1:37,1016,中(+0.202±0.5)
45,ee,,ガールズロック(EX),BRE∀K DOWN!,190,1:41,1052,中(+0.363±0.6)
45,ee2,,ガールズロックエクストリーム(EX),チカラ,185,1:36,1004,中(-0.135±0.6)
45,ee2,,昭和初期カヨウ(EX),悪アガキ,200,1:44,1048,中(+0.126±0.6)
45,ee2,,ロッテルダムテクノ(EX),rottel-da-sun,199,1:30,935,中(+0.018±0.6)
45,ee2,,J-ポップ(EX),Destiny lovers,170,1:32,789,中(-0.252±0.5)
46,5,,ハイテンション(EX),どうなっちゃったって,169,1:46,1136,弱(-0.454±0.6)
46,6,,ソウル(EX),Gotta Get My Groove On,110,1:50,1099,弱(-0.550±0.6)
46,6,,モダニズム(EX),電波の暮らし,165,1:36,1027,弱(-0.536±0.6)
46,8,,スカ(EX),Cassandra,68～192,1:43,928,中(-0.204±0.7)
46,8,,メロパンク(EX),pure,120～168,1:37,868,中(-0.194±0.5)
46,8,,ワールドツアー(EX),Miracle 4,100～160,2:03,1140,中(-0.123±0.6)
46,9,,ダークネス2(EX),禁じられた契約,110～150,2:00,1189,中(-0.271±0.6)
46,9,,ロックギター(EX),ABSOLUTE,144,1:59,1145,弱(-0.963±0.4)
46,10,,エレジィ(EX),幸せを謳う詩,167～210,1:59,1010,弱(-0.432±0.6)
46,11,,大河REMIX(EX),ANAHONIKUY -雪の華PuzzLeMix-,45～145,1:50,707,中(-0.201)
46,11,,ねぶた(EX),烏,140,1:39,939,強(+0.956±0.4)
46,11,,未来派(EX),demolizione,160,1:28,780,中(-0.149±0.8)
46,12,,ハイパーロッケンローレ(EX),エイプリルフールの唄,179,1:57,1280,中(-0.116)
46,12,,ビーチ(EX),Into The Light,130,1:55,1143,弱(-0.431±0.5)
46,12,,フロウビート(EX),CURUS,184～188,1:57,1319,中(-0.384±0.6)
46,13,,哀愁ユーロ(EX),MOON,156,1:59,1134,強(+0.576±0.6)
46,13,,エージビート(EX),NEW PEOPLE,110,2:01,1290,弱(-0.504±0.5)
46,14,,ヴイエスサウンド(EX),異能対決！VS.淀ジョル,155,1:41,1072,弱(-0.946±0.5)
46,14,,サイケデリックトランス(EX),Psyche Planet-V,150,1:57,1250,中(+0.122±0.7)
46,14,,デスロック(EX),レトロスペクト路,165,1:50,1232,弱(-0.672±0.6)
46,14,,トライバルポップ(EX),Gradation,125,1:52,1111,中(-0.218±0.5)
46,14,,トライ▼ユーロ(EX),Let's go out!,160,1:44,978,中(-0.223)
46,14,,バトルダンス(EX),シャムシールの舞,100～155,1:52,1181,中(+0.000±0.7)
46,14,,ブルガリアンリズム(EX),Deep Magenta,204,1:44,1287,中(-0.100±0.7)
46,14,,ポップデスコ(EX),popdod,145,2:01,1091,中(-0.201)
46,15,,ウェルフェア(EX),つばめ,139,1:50,996,中(-0.089±0.6)
46,15,,ケンドーロック(EX),ギターケンドー,176,1:56,1076,強(+0.591±0.6)
46,15,,撫子ロック(EX),凛として咲く花の如く,163,2:03,1266,弱(-0.785±0.5)
46,15,,パーカッシヴ2(EX),西麻布水道曲,62～400,1:47,782,強(+0.510±0.7)
46,15,,ヒップロック4(EX),路男,171,2:00,1429,中(-0.168±0.7)
46,15,,フォルクローレ(EX),アンデスの太陽,125,1:42,1160,弱(-0.520±0.6)
46,15,,ラウドミクスチャー＆ラガ(EX),Soul On Fire,182,2:02,1400,中(-0.136±0.7)
46,16,,ヴィジュアル4(EX),Desire,184,1:50,1070,強(+0.974±0.3)
46,16,,ケマリ(EX),Kicky Kemari Kicker,136,2:00,1025,強(+0.619±0.5)
46,16,,コスモロジカル(EX),UNBOUND MIND,162,1:53,1269,中(+0.069±0.7)
46,16,,コンテンポラリーネイション3(EX),Echoes,150,1:59,1037,強(+0.977±0.5)
46,16,,スパイREMIX(EX),SPICY PIECE (Ryu☆Remix),90～180,1:56,1005,強(+0.576±0.5)
46,16,,ネガメロック(EX),繚乱ヒットチャート,192,1:58,1437,強(+0.709±0.4)
46,16,,ボールヅアウトロック(EX),プリンシプル,181,1:59,1500,中(-0.193±0.6)
46,16,,ワールドツアー2(EX),Magical 4,72～150,1:51,1037,強(+0.966±0.4)
46,17,,ツインヒーロー(EX),明日への誓い,162～172,2:01,1221,中(-0.189±0.6)
46,17,,ホッテストパーティー(EX),will,145,1:42,1119,強(+0.739±0.4)
46,17,,流星RAVE REMIX(EX),流星☆ハニー Perforation Mix,148,1:51,1241,強(+0.690±0.4)
46,17,,J-ロックΦNEW(EX),Alicy,174,1:56,1370,強(+0.974±0.4)
46,18,,一揆(EX),IKKI! Explosion,250,1:59,1326,中(-0.307±0.7)
46,18,,黒船ファンク(EX),ペリーでぇす！,160,2:02,1217,中(-0.265±0.6)
46,18,,サイコビリー(EX),辞世テンプレート,220,2:01,1456,中(-0.027±0.7)
46,18,,撫子メタル(EX),黒髪乱れし修羅となりて,150,1:58,1374,強(+0.879±0.4)
46,18,,ハイパージャパネスク3(EX),天上の星 ～黎明記～,85～170,1:41,1111,強(+0.619±0.6)
46,18,,モンゴルREMIX(EX),怒れる大きな白い馬～S.S.D.の役～,110～152,1:43,1077,強(+0.587±0.6)
46,18,,レディースメタル(EX),麗破唖甦～rebirth～,178,1:58,1211,中(-0.305±0.6)
46,19,,悪魔城ドラキュラSLOT2(EX),緋月の狂想曲,135,1:48,1064,強(+0.967±0.3)
46,19,,アニマルミニマル(EX),The Zoo Zone,160,1:42,1132,中(+0.356±0.5)
46,19,,キルト(EX),キルト,178,1:56,1322,弱(-0.971±0.4)
46,19,,コンテンポラリーネイション5(EX),The Sky of Sadness,138,1:48,1178,中(+0.104±0.7)
46,19,,ジャズ・アリア(EX),L'eternita,144～216,1:51,1068,強(+0.961±0.4)
46,19,,スケールアウト(H),BabeL ～Next Story～,100～173,2:03,1378,強(+0.711±0.5)
46,19,,土木ロック(EX),ガッテンだ!!,85～170,1:57,1164,強(+0.629±0.5)
46,19,,メカニカルジャズ(EX),Apple Butter,170,2:00,1284,中(-0.292)
46,19,,モフロック(EX),moffing,170,1:47,1072,中(-0.235)
46,19,,ラボテクノ(EX),左脳スパーク,192,1:45,1378,中(+0.334±0.5)
46,20,,アジアンコンチェルトREMIX(EX),鳳凰 ～Chinese Phoenix Mix～,160,2:00,1097,強(+0.749±0.3)
46,20,,一生涯パンク(EX),青春の扉,150～186,2:02,1165,弱(-0.406±0.5)
46,20,,ストライフ(EX),疾風,180,1:58,1287,中(+0.386±0.5)
46,20,,ソーサリープログレッシヴ(EX),Shining Wizard,158,1:54,1134,中(-0.342±0.7)
46,20,,デモンズメタル(EX),魔界！痛快！ヘルダンス,135～167,1:56,1100,強(+0.664±0.5)
46,20,,ピラミッドREMIX(EX),[永遠という名の媚薬～Pyramid Power・Death Match ver.～],70～225,2:02,1098,強(+0.762±0.4)
46,20,,理系ポップ(EX),恋はどう？モロ◎波動OK☆方程式!!,128,1:54,1389,中(+0.048±0.7)
46,SP,,悪魔城ドラキュラSLOT3(EX),De-a lungul vietii,174,2:07,1250,弱(-0.644±0.6)
46,SP,,あさきの刺激ロック(EX),鳥無き島にて,126,1:56,1171,中(+0.021±0.7)
46,SP,,エモーショナルデュオ(EX),カタルシスの月,200,1:54,1320,中(+0.377±0.5)
46,SP,,オービタリックレボリューション(EX),Synergy For Angels,160,1:57,1282,中(-0.227±0.6)
46,SP,,カラーフュージョン(EX),Riot of Color,150,1:49,1131,中(+0.010±0.7)
46,SP,,シンフォノベーティブロック(EX),Stella Sinistra,120～180,2:00,1136,中(+0.048±0.7)
46,SP,,スウィングラテ(EX),coffee break,186,1:50,951,中(-0.144±0.7)
46,SP,,青春剛速球メタル(EX),マインド・ゲーム,180,1:57,1120,中(+0.215±0.8)
46,SP,,超恋愛☆エクストリーム・ガール(EX),超恋愛☆エクストリーム・ガール,196,1:44,1306,強(+0.649±0.4)
46,SP,,ハイコア(EX),†渚の小悪魔ラヴリィ～レイディオ†,190,1:50,1321,中(+0.313±0.6)
46,SP,,ハイνブリープ(EX),キャトられ♥恋はモ～モク,196,2:11,1403,強(+0.665±0.5)
46,SP,,ハッピーサッドコア(EX),Engraved Mark,188,1:52,1239,強(+0.696±0.5)
46,SP,,ビッグビート(EX),HYENA,178,2:00,1249,中(-0.010±0.7)
46,SP,,ブルームフュージョン(EX),アルストロメリア,144,2:05,1303,強(+0.585±0.5)
46,SP,,萌えおこし電波ソング(EX),めうめうぺったんたん!!,185,2:00,1530,強(+0.840±0.4)
46,SP,,ヨーロピアンブレイクコア(EX),Les Vague,100～180,2:01,1238,強(+0.614±0.6)
46,SP,,ラッキーハードコア(EX),Daily Lunch Special,205,2:07,1383,強(+0.738±0.4)
46,SP,,浪漫歌謡(EX),滅びに至るエランプシス,158,1:53,1266,弱(-0.890±0.5)
46,SP,,わんわんコア(EX),ポチコの幸せな日常,192,2:00,1281,中(-0.046±0.7)
46,LT,,あさきのわんわんロック(EX),黒点,154,2:00,1322,強(+0.570±0.5)
46,LT,,アニマソング(EX),朱と碧のランページ,178,2:00,1324,弱(-0.485±0.6)
46,LT,,弓箭桜歌(EX),蒼い弓箭,164,1:53,1135,弱(-0.669±0.6)
46,LT,,共存在レゾナンス(EX),水月鏡花のコノテーション,185,2:00,1295,中(-0.093±0.6)
46,LT,,コスモスポップ(EX),√太陽系◎ドーナツ化計画∞∀∞,190,1:56,1213,中(+0.019±0.7)
46,LT,,スパークルキャロル(EX),ほしのつくりかた,180,1:27,986,強(+0.628±0.6)
46,LT,,タービュランス(EX),Dimension Gale,155,1:58,1212,中(-0.377±0.6)
46,LT,,ドラムンコアダスト2(EX),ラピストリアの約束,186,1:48,1215,弱(-0.941±0.4)
46,LT,,ハードコア(EX),532nm,177,1:35,1088,中(+0.392±0.5)
46,LT,,ハードコア授業(EX),徹頭徹尾Thrive at Perfect Fourth,178,1:48,1197,強(+0.636±0.5)
46,LT,,ハイテンションボカロック(EX),憂恋☆アクティベーション,150,1:56,1233,弱(-0.706±0.6)
46,LT,,バイナリーpf(EX),零と弌の鍵の唄,178,1:57,1211,中(+0.285±0.5)
46,LT,,風紀ミュージカル(EX),乱れた風紀に天罰を,190～250,1:40,1065,強(+0.595±0.6)
46,LT,,フリューゲルフュージョン(EX),Symsonic Breeze,170,1:49,1134,中(-0.058±0.6)
46,LT,,メランコリックリコリス(EX),曼珠沙華,91～182,1:49,1214,強(+0.565±0.4)
46,LT,,メロディックスピードメタル(EX),TOXIC VIBRATION,197,2:03,1271,中(-0.237±0.7)
46,LT,,ラグタイムチップチューン(EX),EBONY & IVORY,170,1:39,1020,中(-0.060±0.7)
46,LT,[[版]],ワールドエレクトロニカ(EX),千年ノ理,153,1:55,1233,強(+0.696±0.7)
46,LT,[[版]],J-ハードコア(EX),Struggle,180,1:55,1084,中(-0.131±0.7)
46,écl,,カプリチオピアノステップ(EX),"""Schall"" we step?",178,2:05,1213,強(+0.475±0.7)
46,écl,,グリーンヒーロー(EX),[巻寿司戦隊ウマイヤン ～コードネームはグリーン～],172,2:12,1307,中(+0.199±0.7)
46,écl,,ジャジィレディ(EX),Scarlet Pinheel,172,1:50,1138,中(-0.388±0.7)
46,écl,,シャドーダンス(EX),蒼が消えるとき,162,2:05,1232,強(+0.740±0.4)
46,écl,,チャリメタ(EX),怒りと共に去りぬ！！,190,1:45,1190,中(+0.283±0.7)
46,écl,[[版]],チルノのパーフェクトさんすう教室(EX),チルノのパーフェクトさんすう教室,175,2:01,1263,中(-0.065±0.6)
46,écl,,トゥイーラウンジ(EX),"Sweet,Sweet,Sweet.",205,1:56,1239,弱(-0.580±0.7)
46,écl,,ハッピーでハードコア(EX),Angelic Jelly,200,1:55,1228,強(+0.685±0.7)
46,écl,,ピアノオルタナティブ(EX),On top of the world,280,1:57,1386,強(+0.732±0.5)
46,écl,,ヒロイックシンフォニア(EX),INHERITANCE of WILL,184,2:01,1238,強(+0.541±0.6)
46,écl,,ファンタジックワルツ(EX),Windy Fairy,180,2:00,1119,中(+0.000±0.7)
46,écl,,ブチアゲレイヴ(EX),HADROS GALE,168,2:01,1167,中(-0.154±0.4)
46,écl,,ブルームコア(EX),ZEPHYRANTHES,180,2:01,1284,中(+0.355±0.6)
46,écl,,文学少女メランコリー(EX),3 A.M. ディテクティブ・ゲーム,162,2:00,1183,強(+0.493±0.6)
46,écl,,萌えおこしストラテジー(EX),地方創生☆チクワクティクス,170,1:40,1179,強(+0.796±0.4)
46,écl,,ラテンビート(EX),beat it together,135,2:02,1130,中(-0.055±0.6)
46,écl,,レーシングメタル(EX),SPEED KING ON FIRE,130,1:59,1155,中(-0.341±0.7)
46,うさ,,哀彩(EX),哀彩,194,1:48,1266,強(+0.778±0.5)
46,うさ,,アルレシャ(EX),アルレシャ,200,1:45,1124,中(-0.247±0.4)
46,うさ,,空想モダニズム(EX),空想モダニズム,188,1:56,1232,中(+0.341±0.7)
46,うさ,,玄兎ノ舞(EX),玄兎ノ舞,180,1:52,1209,強(+0.455±0.4)
46,うさ,,ゴールデンハート ft. Kimberley Nutbey(EX),ゴールデンハート ft. Kimberley Nutbey,163,1:54,1261,強(+0.481±0.7)
46,うさ,,人妖絵巻其の二「鬼」～夜叉の祭は終夜～(EX),人妖絵巻其の二「鬼」～夜叉の祭は終夜～,165,1:58,1269,中(-0.288±0.7)
46,うさ,,そこはかとなくロマンセ(EX),そこはかとなくロマンセ,140,1:42,1028,弱(-0.503±0.7)
46,うさ,,魂依(EX),魂依,153,1:49,1123,強(+0.407±0.4)
46,うさ,[[版]],取り残された美術(Arranged:HiZuMi)(EX),取り残された美術(Arranged:HiZuMi),160,1:42,1121,中(-0.328±0.7)
46,うさ,,懐色坂(EX),懐色坂,155,1:54,1067,強(+0.499±0.6)
46,うさ,,旗(Mystic Mix)(EX),旗(Mystic Mix),160,2:00,1208,強(+0.763±0.5)
46,うさ,,星屑ブレスレット(EX),星屑ブレスレット,179,1:46,1014,弱(-0.473±0.7)
46,うさ,,ミラクル・スイート・スイーツ・マジック！！(EX),ミラクル・スイート・スイーツ・マジック！！,88～206,1:55,1276,中(+0.011±0.6)
46,うさ,[[版]],六兆年と一夜物語(EX),六兆年と一夜物語,115～186,1:46,1034,弱(-0.678±0.6)
46,うさ,,Akash(EX),Akash,147,1:46,1002,中(-0.177±0.6)
46,うさ,,Arcanos(EX),Arcanos,96,1:48,1111,強(+0.620±0.4)
46,うさ,,CARNIVOROUS(EX),CARNIVOROUS,170,1:46,1149,中(+0.086±0.7)
46,うさ,,Chaos:Q(H),Chaos:Q,100〜402,2:05,1074,強(+0.966±0.4)
46,うさ,,Drizzly Venom(EX),Drizzly Venom,147～168,1:53,1088,強(+0.405±0.6)
46,うさ,,Fly far bounce(EX),Fly far bounce,91～163,1:44,941,中(-0.250±0.8)
46,うさ,,LOTUS(EX),LOTUS,160,2:03,1218,中(-0.103±0.7)
46,うさ,,nalca(EX),nalca,136,1:52,1170,強(+0.797±0.5)
46,うさ,,Over Da Moon(EX),Over Da Moon,145,2:00,1233,中(-0.193±0.6)
46,うさ,,Pacify(EX),Pacify,175,2:02,1185,中(+0.097±0.6)
46,うさ,,Phlox(EX),Phlox,185,1:52,1361,中(+0.144±0.6)
46,うさ,[[版]],Strawberry Chu♡Chu♡(EX),Strawberry Chu♡‬Chu♡‬,274,1:50,1205,中(-0.088±0.7)
46,うさ,,SUPER SUMMER SALE(EX),SUPER SUMMER SALE,155,1:59,1232,中(+0.240±0.6)
46,pe,[[版]],一触即発☆禅ガール(EX),一触即発☆禅ガール,190,1:29,1066,強(+0.720±0.4)
46,pe,,ウラ・バリトランス(EX),Denpasar,135,1:40,1000,弱(-0.586±0.6)
46,pe,,おーまい！らぶりー！すうぃーてぃ！だーりん！(EX),おーまい！らぶりー！すうぃーてぃ！だーりん！,170,2:00,1261,強(+0.790±0.6)
46,pe,,おたすけ！アン子ちゃん (シノビアンレディーのテーマ 弐)(EX),[おたすけ！アン子ちゃん (シノビアンレディーのテーマ 弐)],173,1:57,1290,強(+0.478±0.5)
46,pe,,ギャラクティックマーチ(UPPER)(H),MADSPEED狂信道,240～300,1:50,1106,中(+0.048±0.6)
46,pe,,狂水一華(EX),狂水一華,160,,1254,中(-0.104±0.5)
46,pe,,コンビニエンスドラマ(EX),コンビニエンスドラマ,102,1:53,1121,中(-0.329±0.5)
46,pe,,ネリと琥珀糖(EX),ネリと琥珀糖,170,1:57,1158,中(-0.278±0.6)
46,pe,,ハイパージャパネスク(UPPER)(EX),夢幻ノ光,171,1:50,1113,弱(-0.880±0.5)
46,pe,,プロレタリア狂騒歌(EX),プロレタリア狂騒歌,190,1:56,1345,強(+0.895±0.3)
46,pe,[[版]],ぼくらの16bit戦争(EX),ぼくらの16bit戦争,122,1:51,1155,中(-0.020±0.6)
46,pe,,星屑の夜果て(EX),星屑の夜果て,174,2:06,1269,中(+0.131±0.6)
46,pe,,ボタン(EX),ボタン,206,1:48,1313,強(+0.741±0.5)
46,pe,,マイアガル、マイオドル(EX),マイアガル、マイオドル,177,1:58,1229,強(+0.421±0.7)
46,pe,,ランカーキラーガール(EX),ランカーキラーガール,200,2:00,1261,中(-0.166±0.7)
46,pe,,Afterimage d'automne(EX),Afterimage d'automne,232,2:00,1323,中(+0.383±0.6)
46,pe,,BEEF(EX),BEEF,175,,1191,弱(-0.695±0.5)
46,pe,,Blind(EX),Blind,160,1:58,1211,中(-0.369±0.5)
46,pe,,BLSTR(EX),BLSTR,160,,1136,中(-0.071±0.5)
46,pe,,CARTOON☆RagHour(EX),CARTOON☆RagHour,160,,1179,中(+0.092±0.5)
46,pe,,Cloud 9(EX),Cloud 9,153,1:56,1138,中(-0.222±0.6)
46,pe,,Come to Life(EX),Come to Life,90～180,2:01,1164,弱(-0.486±0.6)
46,pe,,Crumble Soul(EX),Crumble Soul,170,1:55,1186,中(-0.233±0.5)
46,pe,,H@appy Fever Forever!!(EX),H@appy Fever Forever!!,42～672,2:18,1343,中(+0.387±0.6)
46,pe,,High Gravity(EX),High Gravity,170,1:50,1222,中(+0.330±0.6)
46,pe,,Little Little Princess(EX),Little Little Princess,180～211,2:04,1350,中(-0.369±0.5)
46,pe,,Popperz Chronicle(UPPER)(H),Popperz Chronicle,62〜402,2:14,1034,中(+0.151±0.7)
46,pe,,SESSION With You!(EX),SESSION With You!,180,1:54,1258,弱(-0.700±0.5)
46,pe,,SHION(VENUS mix)(EX),SHION(VENUS mix),190,2:16,1259,中(+0.218±0.6)
46,pe,,Six String Proof(EX),Six String Proof,130,1:45,1117,強(+0.786±0.5)
46,pe,,Welcome to pop'n fantasy(EX),Welcome to pop'n fantasy,180,2:00,1131,中(-0.318±0.6)
46,解,,浅見文彦の事件簿～迷宮荘のワンピース(EX),浅見文彦の事件簿～迷宮荘のワンピース,88～206,,1115,中(-0.032±0.6)
46,解,,アンデスヒーリング(UPPER)(EX),ナスカの丘,63～124,2:11,1314,中(-0.200±0.6)
46,解,,ウソツキ横丁は雨模様(EX),ウソツキ横丁は雨模様,220,,1231,強(+0.428±0.4)
46,解,,空想モダニズム -Alice Schach remix-(EX),空想モダニズム -Alice Schach remix-,187,,1151,中(+0.374±0.5)
46,解,,黒き螺旋のクレイドル(EX),黒き螺旋のクレイドル,190,,1263,中(-0.219±0.5)
46,解,,結果オーライ！相性チェック(EX),結果オーライ！相性チェック,186,,1194,逆詐称(-1.088±0.2)
46,解,,コルドバの女(EX),コルドバの女,142,,1044,中(+0.123±0.5)
46,解,,超中華流行歌曲(UPPER)(EX),桃花恋情,185,2:01,1296,弱(-0.708±0.4)
46,解,,霽れと褻と穢れ(EX),霽れと褻と穢れ,136,,1219,弱(-0.726±0.5)
